task id resource start end time type
mDiffFit 879 1536 18507 19156 649 sdbcs 
mDiffFit 216 1536 17512 18083 571 sdbcs 
mDiffFit 847 1536 18723 19464 741 sdbcs 
mDiffFit 397 1536 18954 19560 606 sdbcs 
mDiffFit 88 1536 17566 17866 300 sdbcs 
mDiffFit 177 1536 17166 17583 417 sdbcs 
mDiffFit 729 1536 18122 18658 536 sdbcs 
mDiffFit 496 1536 16957 17335 378 sdbcs 
mDiffFit 815 1536 18233 18525 292 sdbcs 
mDiffFit 390 1536 18037 18582 545 sdbcs 
mDiffFit 716 1536 17843 18170 327 sdbcs 
mDiffFit 763 1536 18377 18803 426 sdbcs 
mDiffFit 151 1536 17881 18507 626 sdbcs 
mDiffFit 363 1536 16743 17128 385 sdbcs 
mDiffFit 157 1536 18529 18841 312 sdbcs 
mDiffFit 190 1536 18463 19110 647 sdbcs 
mDiffFit 565 1536 18187 18805 618 sdbcs 
mDiffFit 816 1536 18249 18516 267 sdbcs 
mDiffFit 770 1536 18672 18939 267 sdbcs 
mDiffFit 222 1536 17260 17814 554 sdbcs 
mDiffFit 823 1536 18431 18671 240 sdbcs 
mDiffFit 573 1536 18595 18923 328 sdbcs 
mDiffFit 469 1536 17372 17945 573 sdbcs 
mDiffFit 684 1536 18496 18912 416 sdbcs 
mDiffFit 677 1536 17841 18177 336 sdbcs 
mDiffFit 234 1536 18346 19007 661 sdbcs 
mDiffFit 433 1536 18404 18706 302 sdbcs 
mDiffFit 558 1536 17672 18671 999 sdbcs 
mDiffFit 498 1536 17385 17909 524 sdbcs 
mDiffFit 163 1536 17234 17517 283 sdbcs 
mDiffFit 767 1536 18239 18912 673 sdbcs 
mDiffFit 78 1536 17651 18209 558 sdbcs 
mDiffFit 742 1536 18170 18480 310 sdbcs 
mDiffFit 499 1536 19690 20181 491 sdbcs 
mDiffFit 803 1536 18429 18704 275 sdbcs 
mDiffFit 134 1536 17359 17834 475 sdbcs 
mDiffFit 702 1536 17006 17451 445 sdbcs 
mDiffFit 818 1536 18424 18743 319 sdbcs 
mDiffFit 875 1536 19336 19639 303 sdbcs 
mDiffFit 441 1536 18144 18846 702 sdbcs 
mDiffFit 746 1536 18246 18538 292 sdbcs 
mDiffFit 482 1536 17629 18227 598 sdbcs 
mDiffFit 231 1536 17982 18363 381 sdbcs 
mDiffFit 860 1536 18999 19665 666 sdbcs 
mDiffFit 743 1536 18618 18871 253 sdbcs 
mDiffFit 745 1536 18167 18488 321 sdbcs 
mDiffFit 783 1536 17971 18216 245 sdbcs 
mDiffFit 223 1536 17462 17835 373 sdbcs 
mDiffFit 730 1536 18325 18807 482 sdbcs 
mDiffFit 205 1536 17352 17702 350 sdbcs 
mDiffFit 242 1536 17908 18707 799 sdbcs 
mDiffFit 687 1536 18061 18353 292 sdbcs 
mDiffFit 421 1536 17551 17872 321 sdbcs 
mDiffFit 736 1536 18404 19301 897 sdbcs 
mDiffFit 431 1536 19716 20079 363 sdbcs 
mDiffFit 717 1536 18237 18622 385 sdbcs 
mDiffFit 232 1536 17855 18256 401 sdbcs 
