task_id,task_count,all_tasks_count,task_type,min_size_in,max_size_in,avg_size_in,count_in,sum_in,min_size_out,max_size_out,avg_size_out,count_out,sum_out,exec_file_size
mDiffFit_183,654,934,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_182,654,934,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mDiffFit_376,654,934,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mProject_91,132,934,0,277,1418695,709486.0,2,1418972,4152960,4152960,4152960.0,2,8305920,5930728
mProject_38,132,934,0,277,1543715,771996.0,2,1543992,4152960,4152960,4152960.0,2,8305920,5930728
mProject_54,132,934,0,277,1472485,736381.0,2,1472762,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_355,654,934,1,277,4161600,3329335.4,5,16646677,264,264,264.0,1,264,746640
mDiffFit_202,654,934,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mBackground_38,132,934,4,2476,4152960,2078933.0,4,8315732,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_406,654,934,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mDiffFit_635,654,934,1,277,4135680,3308599.4,5,16542997,267,267,267.0,1,267,746640
mDiffFit_139,654,934,1,277,4152960,3322423.4,5,16612117,288,288,288.0,1,288,746640
mDiffFit_421,654,934,1,277,4170240,3332791.4,5,16663957,270,270,270.0,1,270,746640
mProject_120,132,934,0,277,1474539,737408.0,2,1474816,4135680,4135680,4135680.0,2,8271360,5930728
mDiffFit_316,654,934,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mProject_72,132,934,0,277,1469691,734984.0,2,1469968,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_585,654,934,1,277,4144320,3312055.4,5,16560277,259,259,259.0,1,259,746640
mBackground_42,132,934,4,2476,4152960,2078933.0,4,8315732,4152960,4152960,4152960.0,2,8305920,5793368
mProject_59,132,934,0,277,1472476,736376.5,2,1472753,4161600,4161600,4161600.0,2,8323200,5930728
mBackground_63,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mBackground_98,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_256,654,934,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mProject_94,132,934,0,277,1467454,733865.5,2,1467731,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_531,654,934,1,277,4144320,3312055.4,5,16560277,261,261,261.0,1,261,746640
mDiffFit_41,654,934,1,277,4152960,3322423.4,5,16612117,268,268,268.0,1,268,746640
mBackground_117,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mProject_74,132,934,0,277,1472496,736386.5,2,1472773,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_277,654,934,1,277,4161600,3329335.4,5,16646677,260,260,260.0,1,260,746640
mBackground_47,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mBgModel_1,3,934,3,16764,45553,31158.5,2,62317,2476,2476,2476.0,1,2476,921416
mDiffFit_227,654,934,1,277,4161600,3329335.4,5,16646677,272,272,272.0,1,272,746640
mDiffFit_652,654,934,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mProject_33,132,934,0,277,1546322,773299.5,2,1546599,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_22,654,934,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mProject_41,132,934,0,277,1533198,766737.5,2,1533475,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_31,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mAdd_3,3,934,6,275,4152960,4051618.1222222224,90,364645631,12703680,12703680,12703680.0,2,25407360,5827296
mBackground_40,132,934,4,2476,4152960,2078933.0,4,8315732,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_410,654,934,1,277,4161600,3329335.4,5,16646677,272,272,272.0,1,272,746640
mDiffFit_452,654,934,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_563,654,934,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mProject_65,132,934,0,277,1466716,733496.5,2,1466993,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_328,654,934,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_553,654,934,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_593,654,934,1,277,4150080,3317815.4,5,16589077,263,263,263.0,1,263,746640
mProject_58,132,934,0,277,1469018,734647.5,2,1469295,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_213,654,934,1,277,4152960,3322423.4,5,16612117,261,261,261.0,1,261,746640
mDiffFit_515,654,934,1,277,4144320,3315511.4,5,16577557,259,259,259.0,1,259,746640
mDiffFit_567,654,934,1,277,4144320,3315511.4,5,16577557,271,271,271.0,1,271,746640
mDiffFit_138,654,934,1,277,4152960,3322423.4,5,16612117,269,269,269.0,1,269,746640
mDiffFit_131,654,934,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mDiffFit_343,654,934,1,277,4170240,3332791.4,5,16663957,263,263,263.0,1,263,746640
mDiffFit_34,654,934,1,277,4152960,3322423.4,5,16612117,265,265,265.0,1,265,746640
mDiffFit_253,654,934,1,277,4170240,3332791.4,5,16663957,264,264,264.0,1,264,746640
mDiffFit_474,654,934,1,277,4152960,3318967.4,5,16594837,270,270,270.0,1,270,746640
mProject_32,132,934,0,277,1537525,768901.0,2,1537802,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_101,654,934,1,277,4152960,3318967.4,5,16594837,262,262,262.0,1,262,746640
mDiffFit_229,654,934,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_618,654,934,1,277,4144320,3312055.4,5,16560277,270,270,270.0,1,270,746640
mDiffFit_330,654,934,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mDiffFit_37,654,934,1,277,4152960,3322423.4,5,16612117,270,270,270.0,1,270,746640
mDiffFit_155,654,934,1,277,4152960,3318967.4,5,16594837,274,274,274.0,1,274,746640
mDiffFit_25,654,934,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mDiffFit_402,654,934,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mDiffFit_642,654,934,1,277,4144320,3312055.4,5,16560277,275,275,275.0,1,275,746640
mDiffFit_110,654,934,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mProject_132,132,934,0,277,1466856,733566.5,2,1467133,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_544,654,934,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_395,654,934,1,277,4161600,3329335.4,5,16646677,275,275,275.0,1,275,746640
mDiffFit_455,654,934,1,277,4144320,3312055.4,5,16560277,268,268,268.0,1,268,746640
mDiffFit_169,654,934,1,277,4152960,3318967.4,5,16594837,264,264,264.0,1,264,746640
mDiffFit_451,654,934,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_220,654,934,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_297,654,934,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mBackground_71,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_278,654,934,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_187,654,934,1,277,4152960,3318967.4,5,16594837,270,270,270.0,1,270,746640
mDiffFit_38,654,934,1,277,4158720,3324727.4,5,16623637,264,264,264.0,1,264,746640
mDiffFit_134,654,934,1,277,4152960,3318967.4,5,16594837,270,270,270.0,1,270,746640
mProject_60,132,934,0,277,1467905,734091.0,2,1468182,4161600,4161600,4161600.0,2,8323200,5930728
mBackground_54,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mProject_15,132,934,0,277,1536349,768313.0,2,1536626,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_6,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_393,654,934,1,277,4161600,3329335.4,5,16646677,274,274,274.0,1,274,746640
mDiffFit_162,654,934,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mBackground_102,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mProject_55,132,934,0,277,1467705,733991.0,2,1467982,4173120,4173120,4173120.0,2,8346240,5930728
mBackground_70,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_301,654,934,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mDiffFit_501,654,934,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_614,654,934,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_57,654,934,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mProject_118,132,934,0,277,1467462,733869.5,2,1467739,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_597,654,934,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mBackground_18,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_261,654,934,1,277,4161600,3329335.4,5,16646677,264,264,264.0,1,264,746640
mDiffFit_98,654,934,1,277,4152960,3318967.4,5,16594837,260,260,260.0,1,260,746640
mDiffFit_174,654,934,1,277,4152960,3322423.4,5,16612117,272,272,272.0,1,272,746640
mProject_113,132,934,0,277,1466790,733533.5,2,1467067,4144320,4144320,4144320.0,2,8288640,5930728
mProject_14,132,934,0,277,1536804,768540.5,2,1537081,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_68,654,934,1,277,4152960,3318967.4,5,16594837,273,273,273.0,1,273,746640
mDiffFit_416,654,934,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mBackground_3,132,934,4,2476,4152960,2078933.0,4,8315732,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_329,654,934,1,277,4161600,3329335.4,5,16646677,261,261,261.0,1,261,746640
mDiffFit_118,654,934,1,277,4152960,3318967.4,5,16594837,258,258,258.0,1,258,746640
mProject_1,132,934,0,277,1540831,770554.0,2,1541108,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_636,654,934,1,277,4144320,3315511.4,5,16577557,275,275,275.0,1,275,746640
mBackground_46,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_10,654,934,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mDiffFit_525,654,934,1,277,4144320,3312055.4,5,16560277,261,261,261.0,1,261,746640
mDiffFit_620,654,934,1,277,4144320,3315511.4,5,16577557,274,274,274.0,1,274,746640
mProject_82,132,934,0,277,1470066,735171.5,2,1470343,4161600,4161600,4161600.0,2,8323200,5930728
mProject_48,132,934,0,277,1470071,735174.0,2,1470348,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_69,654,934,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mDiffFit_151,654,934,1,277,4152960,3318967.4,5,16594837,264,264,264.0,1,264,746640
mDiffFit_450,654,934,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_464,654,934,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mDiffFit_244,654,934,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mProject_19,132,934,0,277,1530211,765244.0,2,1530488,4152960,4152960,4152960.0,2,8305920,5930728
mBackground_127,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_472,654,934,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mBackground_58,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mBackground_123,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_291,654,934,1,277,4161600,3329335.4,5,16646677,261,261,261.0,1,261,746640
mDiffFit_550,654,934,1,277,4144320,3315511.4,5,16577557,272,272,272.0,1,272,746640
mDiffFit_211,654,934,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mDiffFit_246,654,934,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_95,654,934,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_629,654,934,1,277,4144320,3312055.4,5,16560277,269,269,269.0,1,269,746640
mDiffFit_96,654,934,1,277,4152960,3318967.4,5,16594837,264,264,264.0,1,264,746640
mDiffFit_238,654,934,1,277,4161600,3329335.4,5,16646677,273,273,273.0,1,273,746640
mDiffFit_423,654,934,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mDiffFit_594,654,934,1,277,4150080,3317815.4,5,16589077,264,264,264.0,1,264,746640
mDiffFit_56,654,934,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mBackground_60,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mBackground_17,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_463,654,934,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mDiffFit_418,654,934,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mProject_42,132,934,0,277,1539433,769855.0,2,1539710,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_5,654,934,1,277,4144320,3315511.4,5,16577557,271,271,271.0,1,271,746640
mDiffFit_504,654,934,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_223,654,934,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mProject_117,132,934,0,277,1467100,733688.5,2,1467377,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_627,654,934,1,277,4144320,3312055.4,5,16560277,271,271,271.0,1,271,746640
mDiffFit_189,654,934,1,277,4152960,3318967.4,5,16594837,272,272,272.0,1,272,746640
mDiffFit_140,654,934,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mBackground_16,132,934,4,2476,4152960,2078933.0,4,8315732,4152960,4152960,4152960.0,2,8305920,5793368
mBgModel_3,3,934,3,16764,45553,31158.5,2,62317,2476,2476,2476.0,1,2476,921416
mDiffFit_583,654,934,1,277,4135680,3308599.4,5,16542997,261,261,261.0,1,261,746640
mDiffFit_646,654,934,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mDiffFit_489,654,934,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mDiffFit_624,654,934,1,277,4144320,3315511.4,5,16577557,272,272,272.0,1,272,746640
mProject_5,132,934,0,277,1531383,765830.0,2,1531660,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_81,654,934,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mBackground_55,132,934,4,2476,4173120,2089013.0,4,8356052,4173120,4173120,4173120.0,2,8346240,5793368
mDiffFit_39,654,934,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mProject_123,132,934,0,277,1467870,734073.5,2,1468147,4144320,4144320,4144320.0,2,8288640,5930728
mProject_4,132,934,0,277,1538769,769523.0,2,1539046,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_391,654,934,1,277,4170240,3332791.4,5,16663957,264,264,264.0,1,264,746640
mDiffFit_203,654,934,1,277,4152960,3318967.4,5,16594837,273,273,273.0,1,273,746640
mDiffFit_413,654,934,1,277,4170240,3332791.4,5,16663957,270,270,270.0,1,270,746640
mDiffFit_124,654,934,1,277,4152960,3318967.4,5,16594837,273,273,273.0,1,273,746640
mBackground_48,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_443,654,934,1,277,4144320,3312055.4,5,16560277,267,267,267.0,1,267,746640
mDiffFit_72,654,934,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mBackground_30,132,934,4,2476,4152960,2078933.0,4,8315732,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_409,654,934,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mDiffFit_368,654,934,1,277,4170240,3336247.4,5,16681237,261,261,261.0,1,261,746640
mDiffFit_524,654,934,1,277,4144320,3312055.4,5,16560277,261,261,261.0,1,261,746640
mDiffFit_263,654,934,1,277,4170240,3332791.4,5,16663957,268,268,268.0,1,268,746640
mDiffFit_536,654,934,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mDiffFit_26,654,934,1,277,4152960,3322423.4,5,16612117,262,262,262.0,1,262,746640
mBackground_118,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_318,654,934,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mDiffFit_15,654,934,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mDiffFit_192,654,934,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mDiffFit_643,654,934,1,277,4144320,3312055.4,5,16560277,263,263,263.0,1,263,746640
mProject_97,132,934,0,277,1428497,714387.0,2,1428774,4135680,4135680,4135680.0,2,8271360,5930728
mProject_88,132,934,0,277,1476260,738268.5,2,1476537,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_289,654,934,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mProject_80,132,934,0,277,1470439,735358.0,2,1470716,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_340,654,934,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_602,654,934,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mBackground_89,132,934,4,2476,4135680,2070293.0,4,8281172,4135680,4135680,4135680.0,2,8271360,5793368
mDiffFit_548,654,934,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mDiffFit_54,654,934,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mDiffFit_290,654,934,1,277,4161600,3329335.4,5,16646677,259,259,259.0,1,259,746640
mProject_40,132,934,0,277,1545146,772711.5,2,1545423,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_201,654,934,1,277,4144320,3315511.4,5,16577557,271,271,271.0,1,271,746640
mDiffFit_42,654,934,1,277,4152960,3322423.4,5,16612117,267,267,267.0,1,267,746640
mDiffFit_373,654,934,1,277,4161600,3329335.4,5,16646677,273,273,273.0,1,273,746640
mProject_75,132,934,0,277,1472210,736243.5,2,1472487,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_288,654,934,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_336,654,934,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_427,654,934,1,277,4170240,3332791.4,5,16663957,262,262,262.0,1,262,746640
mBackground_29,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mImgtbl_1,3,934,5,7336,4158720,4056355.0222222223,45,182535976,20076,20076,20076.0,1,20076,5911576
mDiffFit_346,654,934,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_47,654,934,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mProject_119,132,934,0,277,1474794,737535.5,2,1475071,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_493,654,934,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mProject_52,132,934,0,277,1469918,735097.5,2,1470195,4161600,4161600,4161600.0,2,8323200,5930728
mBackground_95,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mProject_12,132,934,0,277,1542913,771595.0,2,1543190,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_650,654,934,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_332,654,934,1,277,4170240,3332791.4,5,16663957,263,263,263.0,1,263,746640
mBackground_49,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_52,654,934,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mDiffFit_212,654,934,1,277,4144320,3315511.4,5,16577557,274,274,274.0,1,274,746640
mProject_23,132,934,0,277,1531740,766008.5,2,1532017,4158720,4158720,4158720.0,2,8317440,5930728
mProject_39,132,934,0,277,1534779,767528.0,2,1535056,4144320,4144320,4144320.0,2,8288640,5930728
mProject_17,132,934,0,277,1530650,765463.5,2,1530927,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_67,654,934,1,277,4152960,3322423.4,5,16612117,274,274,274.0,1,274,746640
mDiffFit_3,654,934,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mProject_84,132,934,0,277,1473687,736982.0,2,1473964,4161600,4161600,4161600.0,2,8323200,5930728
mViewer_3,4,934,7,12703680,12703680,12703680.0,1,12703680,1011430,1011430,1011430.0,1,1011430,5041472
mDiffFit_545,654,934,1,277,4150080,3317815.4,5,16589077,262,262,262.0,1,262,746640
mBackground_5,132,934,4,2476,4144320,2074613.0,4,8298452,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_270,654,934,1,277,4161600,3329335.4,5,16646677,258,258,258.0,1,258,746640
mDiffFit_530,654,934,1,277,4144320,3315511.4,5,16577557,272,272,272.0,1,272,746640
mViewer_2,4,934,7,12703680,12703680,12703680.0,1,12703680,851454,851454,851454.0,1,851454,5041472
mDiffFit_179,654,934,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mDiffFit_483,654,934,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mProject_99,132,934,0,277,1475153,737715.0,2,1475430,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_228,654,934,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_156,654,934,1,277,4152960,3322423.4,5,16612117,266,266,266.0,1,266,746640
mDiffFit_310,654,934,1,277,4173120,3333943.4,5,16669717,263,263,263.0,1,263,746640
mDiffFit_404,654,934,1,277,4161600,3329335.4,5,16646677,270,270,270.0,1,270,746640
mDiffFit_488,654,934,1,277,4144320,3312055.4,5,16560277,265,265,265.0,1,265,746640
mDiffFit_281,654,934,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mBgModel_2,3,934,3,16764,45553,31158.5,2,62317,2476,2476,2476.0,1,2476,921416
mProject_109,132,934,0,277,1468524,734400.5,2,1468801,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_92,654,934,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mBackground_82,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mProject_92,132,934,0,277,1426383,713330.0,2,1426660,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_215,654,934,1,277,4152960,3322423.4,5,16612117,261,261,261.0,1,261,746640
mDiffFit_335,654,934,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_53,654,934,1,277,4144320,3315511.4,5,16577557,256,256,256.0,1,256,746640
mDiffFit_16,654,934,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mProject_128,132,934,0,277,1468069,734173.0,2,1468346,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_181,654,934,1,277,4152960,3318967.4,5,16594837,271,271,271.0,1,271,746640
mDiffFit_178,654,934,1,277,4152960,3318967.4,5,16594837,277,277,277.0,1,277,746640
mBackground_87,132,934,4,2476,4161600,2083253.0,4,8333012,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_257,654,934,1,277,4170240,3332791.4,5,16663957,264,264,264.0,1,264,746640
mDiffFit_89,654,934,1,277,4144320,3315511.4,5,16577557,275,275,275.0,1,275,746640
mDiffFit_479,654,934,1,277,4144320,3315511.4,5,16577557,258,258,258.0,1,258,746640
mProject_127,132,934,0,277,1475774,738025.5,2,1476051,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_44,654,934,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mDiffFit_66,654,934,1,277,4152960,3318967.4,5,16594837,269,269,269.0,1,269,746640
mDiffFit_79,654,934,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mDiffFit_434,654,934,1,277,4161600,3329335.4,5,16646677,273,273,273.0,1,273,746640
mDiffFit_457,654,934,1,277,4144320,3315511.4,5,16577557,260,260,260.0,1,260,746640
mDiffFit_234,654,934,1,277,4161600,3329335.4,5,16646677,270,270,270.0,1,270,746640
mDiffFit_144,654,934,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_510,654,934,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mDiffFit_272,654,934,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
