task_id,task_count,all_tasks_count,task_type,min_size_in,max_size_in,avg_size_in,count_in,sum_in,min_size_out,max_size_out,avg_size_out,count_out,sum_out,exec_file_size
mDiffFit_148,198,310,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_28,198,310,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mImgtbl_2,3,310,5,2884,4170240,3917477.882352941,17,66597124,7868,7868,7868.0,1,7868,5911576
mBackground_4,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_43,198,310,1,277,4144320,3315511.4,5,16577557,272,272,272.0,1,272,746640
mDiffFit_21,198,310,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mDiffFit_97,198,310,1,277,4161600,3329335.4,5,16646677,263,263,263.0,1,263,746640
mProject_24,48,310,0,277,1472599,736438.0,2,1472876,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_104,198,310,1,277,4161600,3329335.4,5,16646677,261,261,261.0,1,261,746640
mDiffFit_86,198,310,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mBackground_44,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_185,198,310,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mDiffFit_180,198,310,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_193,198,310,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mDiffFit_74,198,310,1,277,4161600,3329335.4,5,16646677,259,259,259.0,1,259,746640
mDiffFit_27,198,310,1,277,4144320,3315511.4,5,16577557,265,265,265.0,1,265,746640
mBackground_2,48,310,4,936,4144320,2073115.0,4,8292460,4144320,4144320,4144320.0,2,8288640,5793368
mDiffFit_80,198,310,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mBackground_24,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mProject_2,48,310,0,277,1532584,766430.5,2,1532861,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_94,198,310,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mDiffFit_135,198,310,1,277,4144320,3312055.4,5,16560277,265,265,265.0,1,265,746640
mDiffFit_109,198,310,1,277,4161600,3329335.4,5,16646677,265,265,265.0,1,265,746640
mDiffFit_188,198,310,1,277,4144320,3315511.4,5,16577557,266,266,266.0,1,266,746640
mProject_45,48,310,0,277,1465354,732815.5,2,1465631,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_13,198,310,1,277,4152960,3318967.4,5,16594837,263,263,263.0,1,263,746640
mAdd_1,3,310,6,273,4152960,3904333.5588235296,34,132747341,2335680,2335680,2335680.0,2,4671360,5827296
mDiffFit_119,198,310,1,277,4170240,3332791.4,5,16663957,260,260,260.0,1,260,746640
mDiffFit_107,198,310,1,277,4161600,3329335.4,5,16646677,267,267,267.0,1,267,746640
mDiffFit_184,198,310,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mBackground_19,48,310,4,936,4161600,2081755.0,4,8327020,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_136,198,310,1,277,4144320,3312055.4,5,16560277,268,268,268.0,1,268,746640
mProject_26,48,310,0,277,1473216,736746.5,2,1473493,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_115,198,310,1,277,4170240,3332791.4,5,16663957,266,266,266.0,1,266,746640
