task_id,task_count,all_tasks_count,task_type,min_size_in,max_size_in,avg_size_in,count_in,sum_in,min_size_out,max_size_out,avg_size_out,count_out,sum_out,exec_file_size
mDiffFit_57,423,619,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mBackground_18,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_261,423,619,1,277,4161600,3329335.4,5,16646677,270,270,270.0,1,270,746640
mDiffFit_98,423,619,1,277,4152960,3318967.4,5,16594837,267,267,267.0,1,267,746640
mDiffFit_174,423,619,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mProject_14,90,619,0,277,1533202,766739.5,2,1533479,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_68,423,619,1,277,4152960,3318967.4,5,16594837,262,262,262.0,1,262,746640
mDiffFit_416,423,619,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mBackground_3,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_329,423,619,1,277,4144320,3315511.4,5,16577557,267,267,267.0,1,267,746640
mDiffFit_118,423,619,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mProject_1,90,619,0,277,1531787,766032.0,2,1532064,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_46,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_10,423,619,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mProject_82,90,619,0,277,1477972,739124.5,2,1478249,4135680,4135680,4135680.0,2,8271360,5930728
mProject_48,90,619,0,277,1469691,734984.0,2,1469968,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_69,423,619,1,277,4152960,3318967.4,5,16594837,257,257,257.0,1,257,746640
mDiffFit_151,423,619,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_244,423,619,1,277,4161600,3329335.4,5,16646677,273,273,273.0,1,273,746640
mProject_19,90,619,0,277,1541268,770772.5,2,1541545,4144320,4144320,4144320.0,2,8288640,5930728
mBackground_58,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_291,423,619,1,277,4144320,3312055.4,5,16560277,273,273,273.0,1,273,746640
mDiffFit_211,423,619,1,277,4161600,3329335.4,5,16646677,260,260,260.0,1,260,746640
mDiffFit_246,423,619,1,277,4161600,3329335.4,5,16646677,270,270,270.0,1,270,746640
mDiffFit_95,423,619,1,277,4144320,3315511.4,5,16577557,269,269,269.0,1,269,746640
mDiffFit_96,423,619,1,277,4152960,3318967.4,5,16594837,270,270,270.0,1,270,746640
mDiffFit_238,423,619,1,277,4161600,3329335.4,5,16646677,260,260,260.0,1,260,746640
mDiffFit_423,423,619,1,277,4152960,3315511.4,5,16577557,266,266,266.0,1,266,746640
mDiffFit_56,423,619,1,277,4152960,3318967.4,5,16594837,274,274,274.0,1,274,746640
mBackground_60,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mBackground_17,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_418,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mProject_42,90,619,0,277,1472599,736438.0,2,1472876,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_5,423,619,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mDiffFit_223,423,619,1,277,4161600,3329335.4,5,16646677,266,266,266.0,1,266,746640
mDiffFit_189,423,619,1,277,4161600,3329335.4,5,16646677,259,259,259.0,1,259,746640
mDiffFit_140,423,619,1,277,4152960,3322423.4,5,16612117,261,261,261.0,1,261,746640
mBackground_16,90,619,4,1706,4144320,2073864.0,4,8295456,4144320,4144320,4144320.0,2,8288640,5793368
mBgModel_3,3,619,3,11668,29537,20602.5,2,41205,1706,1706,1706.0,1,1706,921416
mProject_5,90,619,0,277,1538764,769520.5,2,1539041,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_81,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mBackground_55,90,619,4,1706,4170240,2086824.0,4,8347296,4170240,4170240,4170240.0,2,8340480,5793368
mDiffFit_39,423,619,1,277,4144320,3315511.4,5,16577557,270,270,270.0,1,270,746640
mProject_4,90,619,0,277,1532584,766430.5,2,1532861,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_391,423,619,1,277,4144320,3315511.4,5,16577557,277,277,277.0,1,277,746640
mDiffFit_203,423,619,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mDiffFit_413,423,619,1,277,4144320,3312055.4,5,16560277,273,273,273.0,1,273,746640
mDiffFit_124,423,619,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mBackground_48,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_72,423,619,1,277,4152960,3322423.4,5,16612117,263,263,263.0,1,263,746640
mBackground_30,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_409,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_368,423,619,1,277,4144320,3312055.4,5,16560277,264,264,264.0,1,264,746640
mDiffFit_263,423,619,1,277,4161600,3329335.4,5,16646677,268,268,268.0,1,268,746640
mDiffFit_26,423,619,1,277,4144320,3315511.4,5,16577557,261,261,261.0,1,261,746640
mDiffFit_318,423,619,1,277,4144320,3312055.4,5,16560277,261,261,261.0,1,261,746640
mDiffFit_15,423,619,1,277,4152960,3318967.4,5,16594837,264,264,264.0,1,264,746640
mDiffFit_192,423,619,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mProject_88,90,619,0,277,1431548,715912.5,2,1431825,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_289,423,619,1,277,4144320,3312055.4,5,16560277,266,266,266.0,1,266,746640
mProject_80,90,619,0,277,1467195,733736.0,2,1467472,4135680,4135680,4135680.0,2,8271360,5930728
mDiffFit_340,423,619,1,277,4144320,3312055.4,5,16560277,261,261,261.0,1,261,746640
mBackground_89,90,619,4,1706,4135680,2069544.0,4,8278176,4135680,4135680,4135680.0,2,8271360,5793368
mDiffFit_54,423,619,1,277,4144320,3315511.4,5,16577557,268,268,268.0,1,268,746640
mDiffFit_290,423,619,1,277,4144320,3312055.4,5,16560277,267,267,267.0,1,267,746640
mProject_40,90,619,0,277,1472476,736376.5,2,1472753,4161600,4161600,4161600.0,2,8323200,5930728
mDiffFit_201,423,619,1,277,4161600,3329335.4,5,16646677,270,270,270.0,1,270,746640
mDiffFit_42,423,619,1,277,4152960,3318967.4,5,16594837,265,265,265.0,1,265,746640
mDiffFit_373,423,619,1,277,4144320,3315511.4,5,16577557,260,260,260.0,1,260,746640
mProject_75,90,619,0,277,1468954,734615.5,2,1469231,4144320,4144320,4144320.0,2,8288640,5930728
mDiffFit_288,423,619,1,277,4144320,3312055.4,5,16560277,268,268,268.0,1,268,746640
mDiffFit_336,423,619,1,277,4135680,3308599.4,5,16542997,266,266,266.0,1,266,746640
mBackground_29,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mImgtbl_1,3,619,5,5110,4152960,4014977.7419354836,31,124464310,13972,13972,13972.0,1,13972,5911576
mDiffFit_346,423,619,1,277,4144320,3315511.4,5,16577557,272,272,272.0,1,272,746640
mDiffFit_47,423,619,1,277,4152960,3318967.4,5,16594837,266,266,266.0,1,266,746640
mProject_52,90,619,0,277,1464706,732491.5,2,1464983,4161600,4161600,4161600.0,2,8323200,5930728
mProject_12,90,619,0,277,1536804,768540.5,2,1537081,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_332,423,619,1,277,4144320,3315511.4,5,16577557,259,259,259.0,1,259,746640
mBackground_49,90,619,4,1706,4161600,2082504.0,4,8330016,4161600,4161600,4161600.0,2,8323200,5793368
mDiffFit_52,423,619,1,277,4152960,3322423.4,5,16612117,270,270,270.0,1,270,746640
mDiffFit_212,423,619,1,277,4161600,3329335.4,5,16646677,262,262,262.0,1,262,746640
mProject_23,90,619,0,277,1546322,773299.5,2,1546599,4144320,4144320,4144320.0,2,8288640,5930728
mProject_39,90,619,0,277,1469018,734647.5,2,1469295,4161600,4161600,4161600.0,2,8323200,5930728
mProject_17,90,619,0,277,1531401,765839.0,2,1531678,4152960,4152960,4152960.0,2,8305920,5930728
mDiffFit_67,423,619,1,277,4144320,3315511.4,5,16577557,264,264,264.0,1,264,746640
mDiffFit_3,423,619,1,277,4152960,3318967.4,5,16594837,268,268,268.0,1,268,746640
mProject_84,90,619,0,277,1465354,732815.5,2,1465631,4144320,4144320,4144320.0,2,8288640,5930728
mViewer_3,4,619,7,6482880,6482880,6482880.0,1,6482880,528148,528148,528148.0,1,528148,5041472
mBackground_5,90,619,4,1706,4152960,2078184.0,4,8312736,4152960,4152960,4152960.0,2,8305920,5793368
mDiffFit_270,423,619,1,277,4170240,3332791.4,5,16663957,270,270,270.0,1,270,746640
mViewer_2,4,619,7,6482880,6482880,6482880.0,1,6482880,472442,472442,472442.0,1,472442,5041472
mDiffFit_179,423,619,1,277,4161600,3329335.4,5,16646677,269,269,269.0,1,269,746640
mDiffFit_228,423,619,1,277,4170240,3332791.4,5,16663957,266,266,266.0,1,266,746640
mDiffFit_156,423,619,1,277,4161600,3329335.4,5,16646677,269,269,269.0,1,269,746640
mDiffFit_310,423,619,1,277,4144320,3315511.4,5,16577557,263,263,263.0,1,263,746640
mDiffFit_404,423,619,1,277,4144320,3312055.4,5,16560277,271,271,271.0,1,271,746640
mDiffFit_281,423,619,1,277,4161600,3329335.4,5,16646677,272,272,272.0,1,272,746640
mBgModel_2,3,619,3,11668,29537,20602.5,2,41205,1706,1706,1706.0,1,1706,921416
mDiffFit_92,423,619,1,277,4144320,3315511.4,5,16577557,272,272,272.0,1,272,746640
mBackground_82,90,619,4,1706,4135680,2069544.0,4,8278176,4135680,4135680,4135680.0,2,8271360,5793368
mDiffFit_215,423,619,1,277,4161600,3329335.4,5,16646677,264,264,264.0,1,264,746640
mDiffFit_335,423,619,1,277,4144320,3312055.4,5,16560277,265,265,265.0,1,265,746640
mDiffFit_53,423,619,1,277,4152960,3322423.4,5,16612117,268,268,268.0,1,268,746640
mDiffFit_16,423,619,1,277,4152960,3322423.4,5,16612117,264,264,264.0,1,264,746640
mDiffFit_181,423,619,1,277,4161600,3329335.4,5,16646677,264,264,264.0,1,264,746640
